47157;44.4962;0.1739
94004;48.7472;2.5259
74256;45.9354;6.6033
45302;47.9498;1.8784
76259;49.7369;0.3976
07010;45.2521;4.6444
22093;48.5016;-2.5065
78686;48.8027;2.1710
33056;44.9496;-0.6188
49126;47.3804;-0.4920
71306;46.6732;4.3977
42095;45.3788;4.2886
37214;47.4183;0.6581
93061;48.8849;2.4061
44055;47.2909;-2.3538
55545;49.1850;5.3383
44069;47.3440;-2.4163
78165;48.8190;1.9840
45285;47.9388;1.7989
49307;47.4402;-0.3794
78372;48.8657;2.0917
01033;46.1339;5.8126
08409;49.7361;4.9588
33122;44.7279;-0.7192
39300;46.6748;5.5580
78073;48.8044;2.0187
53062;47.8199;-0.7037
13027;43.8819;4.8401
34154;43.6111;4.0200
85109;46.8741;-1.0323
91471;48.7080;2.1542
09225;43.1248;1.6040
74225;45.8870;5.9437
91386;48.5608;2.4196
44172;47.2534;-1.4726
77131;48.7888;3.0954
29103;48.4526;-4.2228
49353;47.4402;-0.3794
78642;48.9870;1.9631
97224;14.6765;-61.0440
97116;16.3245;-61.4714
74243;46.1149;6.1045
81099;43.8810;1.9300
95563;49.0186;2.2466
42147;45.6194;4.0612
95637;49.0301;2.0239
59569;50.3678;3.1208
95199;49.0300;2.3233
78481;48.8944;2.1057
77337;48.8464;2.6192
59526;50.4490;3.4307
01004;45.9756;5.3431
93013;48.9360;2.4273
28218;48.4348;1.4531
56083;47.7670;-3.2429
37233;47.3898;0.7528
13039;43.4556;4.9042
97607;-12.8902;45.1767
40046;44.4091;-1.1774
57306;49.3162;6.0407
13077;43.4230;4.9922
97210;14.6061;-60.9058
54528;48.7138;5.8731
42279;45.4781;4.2430
41269;47.7959;1.0852
49218;47.2804;-0.9282
77407;48.5292;2.5398
30032;43.7802;4.5823
77307;48.8765;2.7575
54323;49.5244;5.7294
69089;45.7373;4.7557
77186;48.4066;2.6808
78650;48.8936;2.1298
68376;47.8139;7.3236
29075;48.4304;-4.3966
59648;50.5828;3.0362
76447;49.5515;0.1848
76231;49.3088;0.9557
83107;43.4286;6.6520
13108;43.8116;4.6870
13015;43.4471;5.4128
31113;43.5091;1.4746
49015;47.5054;-0.6007
42186;45.5337;4.6010
29151;48.5561;-3.8244
31446;43.5440;1.4775
60612;49.1907;2.6251
63178;45.5449;3.2477
95427;48.9700;2.3467
02168;49.0643;3.3913
70550;47.6011;6.1559
59286;50.6204;2.9512
77258;48.8339;2.6341
95539;49.0079;2.3465
91645;48.7503;2.2516
97120;16.2381;-61.5356
95019;49.0015;2.4075
37208;47.3561;0.7385
57751;49.1663;6.1368
10323;48.4791;3.6912
72154;47.7080;-0.1036
68154;47.7737;7.3594
64483;43.3891;-1.6388
45208;48.0037;2.7810
78124;48.9118;2.1784
57206;49.3042;6.1025
54304;48.6821;6.1142
22050;48.4429;-2.0538
97228;14.7693;-61.0177
57606;49.1289;6.7128
93062;48.8963;2.5186
30258;43.6579;4.4075
59043;50.7449;2.6941
54578;48.6616;6.1292
31506;43.5547;1.5475
56178;48.0842;-2.9825
55029;48.7770;5.1703
83090;43.1387;5.8546
78418;48.9173;2.1395
44154;47.2472;-2.1508
76108;49.5060;1.1563
94069;48.8180;2.4372
40279;43.7691;-1.0741
97404;-21.2492;55.3670
01354;46.2145;5.9582
61169;48.7672;-0.5540
22187;48.5437;-2.7706
94074;48.7531;2.4612
76157;49.4255;1.0038
64129;43.3167;-0.3991
62765;50.7592;2.2329
68278;47.7496;7.4071
95487;49.1610;2.2643
60176;49.2265;2.8507
82033;44.0300;1.1182
60414;49.2603;2.4305
21166;47.2928;5.0054
56007;47.6912;-2.9720
54431;48.9082;6.0584
59291;50.2276;3.9287
13097;43.6122;4.8565
91432;48.7024;2.3371
83115;43.3510;6.5910
59508;50.7471;3.1180
25031;47.4882;6.8459
29046;48.0680;-4.3319
85092;46.4730;-0.8043
34123;43.6245;3.7962
59367;50.6577;3.2252
84019;44.2881;4.7523
77251;48.6261;2.5503
69019;46.1265;4.7236
97602;-12.7590;45.1442
67365;48.5469;7.7079
97125;16.2730;-61.2815
97617;-12.7865;45.1670
77479;48.8701;2.6360
60395;49.2330;2.1306
79329;46.9728;-0.1699
69283;45.6517;4.9907
78015;48.9796;2.0439
59139;50.1251;3.4322
13014;43.5038;5.1608
06033;43.8114;7.1241
35281;48.0756;-1.7238
26235;44.3719;4.7100
91235;48.6399;2.3415
78242;48.8176;2.0469
77014;48.4171;2.7551
01173;46.3286;6.0306
64348;43.3167;-0.3991
45004;48.0037;2.7810
29212;48.3750;-4.6199
61006;48.7402;-0.0318
45155;47.6698;2.6205
29189;48.3674;-4.3618
69277;45.7300;5.0158
82112;44.1307;1.0797
19272;45.2794;1.7698
59421;50.7042;3.1376
68166;47.7895;7.3219
77118;48.9494;2.7161
74042;46.0305;6.4123
34270;43.5716;3.8317
03095;46.1385;3.5187
84080;44.0339;4.9849
